DocId,Tweet,Processed,Score
389,Watching the open remarks of the first Presidential debate in Colonie NY. #Obama2012 #DebateWatch @OFA_NY http://t.co/RXUQTD2j,watching the open remarks of the first presidential debate in colonie ny #obama2012 #debatewatch,22.986067
390,how can you be a woman and support mitt romney... HE FINNA TAKE AWAY OUR RIGHTS,how can you be a woman and support mitt romney he finna take away our rights,8.530614
391,Love that #Obama started off by wishing his lady a Happy 20 year Anniversary #PresidentialDebate2012 #debate,love that #obama started off by wishing his lady a happy year anniversary #presidentialdebate2012 #debate,23.834775
392,Keep thinking of the BadLipReading video of Mitt Romney everytime he talks. God dammit internet.,keep thinking of the badlipreading video of mitt romney everytime he talks god dammit internet,7.1257589999999995
393,Less then 2 min in and the BS from President Obama has already begun,less then min in and the bs from president obama has already begun,13.872834000000001
394,@BarackObama: Watch live: President Obama discusses his specific plans to keep us moving forward in the first presidential debate.,watch live president obama discusses his specific plans to keep us moving forward in the first presidential debate,40.648619999999994
395,President Obama always make sure he gives his wife a shout out. #debate,president obama always make sure he gives his wife a shout out #debate,28.376655999999997
396,Only a matter of time before this debate gets testy. I'm excited #Obama #Romney #Debate,only a matter of time before this debate gets testy i'm excited #obama #romney #debate,15.054109
397,Obama and Romney on the same page on education: Privatize --  bust unions. #debates,obama and romney on the same page on education privatize bust unions #debates,12.192318
405,I have my surround sound on like im watching the Super Bowl! Im excited about the #PresidentialDebate. #EmbraceDebate,i have my surround sound on like im watching the super bowl im excited about the #presidentialdebate #embracedebate,13.347761
410,Curious how #obama would add 2 mil spots in community colleges. Anyone know of that proposal?,curious how #obama would add mil spots in community colleges anyone know of that proposal,11.756388
411,Me:boutta watch the presidential debate Him:the one with romney and obama Me: no the one with the othr ppl running for president  Him: who!?,meboutta watch the presidential debate himthe one with romney and obama me no the one with the othr ppl running for president him who,34.694901
418,RT @DavidMDrucker: .@BarackObama begins w/ a defense of his record on jobs --  but credits American people. #DenverDebate,begins w a defense of his record on jobs but credits american people #denverdebate,22.719425
422,Yesterday --  a nameless --  faceless woman with a token infant came up to me... #debates,yesterday a nameless faceless woman with a token infant came up to me #debates,10.767702
425,Remember kids --  this is what you get when the matrix glitches fucktards for candidates. Fuck  #DenverDebate and Fuck #NDAARulling,remember kids this is what you get when the matrix glitches fucktards for candidates fuck #denverdebate and fuck #ndaarulling,19.057645
427,Romney's trickle-down government jibe shows that his party's economic policy has been reduced to a cheap shot. #debates,romney's trickledown government jibe shows that his party's economic policy has been reduced to a cheap shot #debates,24.166679
431,#Obamanomics Where The Jobs Are: Low Wage Sectors Add Most Jobs In The Past Year http://t.co/C7DxKb1r #FraudWard #Obama2012 #debate #tcot,#obamanomics where the jobs are low wage sectors add most jobs in the past year #fraudward #obama2012 #debate #tcot,30.610336
434,Mitt Romney points out the difference between Republican and Democratic mores. #debate2012 #CUNYdb8watch,mitt romney points out the difference between republican and democratic mores #debate2012 #cunydb8watch,9.757213
436,Moderator: Mr. President --  talk about your trickle down approach. Obama: Well first lets talk about what we need to do in schools. Um no,moderator mr president talk about your trickle down approach obama well first lets talk about what we need to do in schools um no,26.160968
437,America does best when the middle class does best Hell yes! #obama #twudebate,america does best when the middle class does best hell yes #obama #twudebate,15.411166000000001
439,Is Mitt Romney high? Look at his eyes. RT if you agree. #debate,is mitt romney high look at his eyes rt if you agree #debate,11.345477
440,The debate only started six minutes ago and I'm already annoyed by Obama #debates,the debate only started six minutes ago and i'm already annoyed by obama #debates,17.317398
441,The way President Obama takes time out to shout his First Lady out ! I sooooo Adore,the way president obama takes time out to shout his first lady out i sooooo adore,16.510181000000003
442,watching the #debates --  about to be enjoying a pumpkin spice shake from Culvers.,watching the #debates about to be enjoying a pumpkin spice shake from culvers,10.97847
444,!!RT @BarackObama Watch live: President Obama discusses his specific plans to keep us moving forward in the first ... http://t.co/vDNBy1GN,watch live president obama discusses his specific plans to keep us moving forward in the first,30.918404999999996
446,#romney: i'm sure this was the most romantic place you could imagine --  here with me wishing #obama happy anniversary #debates,#romney i'm sure this was the most romantic place you could imagine here with me wishing #obama happy anniversary #debates,28.181642
449,the #debate starts on jobs - #romney going with 'stories' of a female voter --  #obama going to numbers. but #romney won first 'laugh' of night,the #debate starts on jobs #romney going with stories of a female voter #obama going to numbers but #romney won first laugh of night,30.215755
451,Obama cites educational endeavors as a way to boost economy. Noble --  but the not role of American education at its inception. #debates,obama cites educational endeavors as a way to boost economy noble but the not role of american education at its inception #debates,21.455769
453,Obama said next year he won't celebrate anniversary in front of 40 mil ppl That's right! He'll be home in Chicago! #denverdebate,obama said next year he won't celebrate anniversary in front of mil ppl that's right he'll be home in chicago #denverdebate,27.472663
454,OH in liveblog: Is it me -- but i'm already zoning out on the Obama answer. via @waltershapiroPD http://t.co/uZrYVSdT #Debates,oh in liveblog is it me but i'm already zoning out on the obama answer via #debates,14.394103999999999
